index,RSI
2019-06-17,44.9375
2019-06-14,46.1797
2019-06-13,45.7241
2019-06-12,46.2752
2019-06-11,45.4690
2019-06-10,43.6971
2019-06-07,43.0477
2019-06-06,41.6393
2019-06-05,42.2969
2019-06-04,40.0034
2019-06-03,38.1397
2019-05-31,39.1027
2019-05-30,39.4309
2019-05-29,39.9252
2019-05-28,40.2393
2019-05-24,40.1580
2019-05-23,39.7798
2019-05-22,40.6287
2019-05-21,40.6341
2019-05-20,40.2124
2019-05-17,40.8411
2019-05-16,41.5716
2019-05-15,40.9454
2019-05-14,40.6249
2019-05-13,41.9137
2019-05-10,42.7121
2019-05-09,41.8177
2019-05-08,42.0837
2019-05-07,44.6427
2019-05-06,44.0014
2019-05-03,44.6580
2019-05-02,42.4596
2019-05-01,43.1122
2019-04-30,43.6125
2019-04-29,43.3463
2019-04-26,42.7387
2019-04-25,43.8367
2019-04-24,45.3438
2019-04-23,46.9567
2019-04-22,47.4930
2019-04-18,47.2909
2019-04-17,48.3899
2019-04-16,47.4390
2019-04-15,48.1274
2019-04-12,47.7725
2019-04-11,49.1752
2019-04-10,48.9528
2019-04-09,50.1882
2019-04-08,49.8413
2019-04-05,49.6112
2019-04-04,48.6509
2019-04-03,48.1477
2019-04-02,48.5644
2019-04-01,47.2241
2019-03-29,46.4388
2019-03-28,45.4904
2019-03-27,46.1293
2019-03-26,46.6013
2019-03-25,46.7970
2019-03-22,48.5900
2019-03-21,48.2079
2019-03-20,48.7229
2019-03-19,50.0871
2019-03-18,48.9082
2019-03-15,48.5552
2019-03-14,49.0422
2019-03-13,48.9285
2019-03-12,48.8177
2019-03-11,47.1668
2019-03-08,47.0115
2019-03-07,48.5926
2019-03-06,50.0103
2019-03-05,50.2701
2019-03-04,52.0313
2019-03-01,52.7166
2019-02-28,52.8398
2019-02-27,52.1247
2019-02-26,52.2646
2019-02-25,51.5153
2019-02-22,51.4178
2019-02-21,50.6613
2019-02-20,47.2271
2019-02-19,45.6240
2019-02-15,46.0788
2019-02-14,45.8025
2019-02-13,45.5281
2019-02-12,45.0512
2019-02-11,45.7639
2019-02-08,44.5434
2019-02-07,45.4332
2019-02-06,45.1253
2019-02-05,45.3081
2019-02-04,45.3364
2019-02-01,45.0603
2019-01-31,44.9604
2019-01-30,43.8551
2019-01-29,42.7591
2019-01-28,41.8805
2019-01-25,41.5655
2019-01-24,40.2855
2019-01-23,41.1024
2019-01-22,40.9967
2019-01-18,41.1613
2019-01-17,39.7696
2019-01-16,39.8068
2019-01-15,40.2935
2019-01-14,41.0599
2019-01-11,41.1165
2019-01-10,40.7887
2019-01-09,41.5075
2019-01-08,41.1787
2019-01-07,40.5278
2019-01-04,39.3818
2019-01-03,40.3964
2019-01-02,39.6928
2018-12-31,40.2265
2018-12-28,40.4852
2018-12-27,38.9543
2018-12-26,37.6865
2018-12-24,37.9083
2018-12-21,38.9153
2018-12-20,39.4501
2018-12-19,41.1548
2018-12-18,41.0818
2018-12-17,42.6483
2018-12-14,43.9118
2018-12-13,44.6961
2018-12-12,45.3877
2018-12-11,45.7850
2018-12-10,44.4962
2018-12-07,45.7161
2018-12-06,46.0985
2018-12-04,49.5757
2018-12-03,49.8224
2018-11-30,48.2215
2018-11-29,48.6338
2018-11-28,47.6592
2018-11-27,47.9536
2018-11-26,48.9327
2018-11-23,47.4312
2018-11-21,48.0473
2018-11-20,49.1428
2018-11-19,50.8562
2018-11-16,51.7887
2018-11-15,50.3351
2018-11-14,50.5057
2018-11-13,49.4958
2018-11-12,51.9944
2018-11-09,53.1781
2018-11-08,53.3842
2018-11-07,56.0167
2018-11-06,54.9843
2018-11-05,54.9069
2018-11-02,54.7246
2018-11-01,51.3351
2018-10-31,49.7758
2018-10-30,47.5457
2018-10-29,48.5753
2018-10-26,46.6910
2018-10-25,46.9355
2018-10-24,48.2467
2018-10-23,47.7633
2018-10-22,48.2060
2018-10-19,47.6770
2018-10-18,48.1401
2018-10-17,48.3029
2018-10-16,48.2958
2018-10-15,47.3558
2018-10-12,47.6288
2018-10-11,46.9268
2018-10-10,48.6543
2018-10-09,51.4480
2018-10-08,52.1394
2018-10-05,53.6879
2018-10-04,53.5811
2018-10-03,52.2471
2018-10-02,51.6296
2018-10-01,51.3026
2018-09-28,51.3535
2018-09-27,51.8370
2018-09-26,52.3214
2018-09-25,54.7390
2018-09-24,54.6366
2018-09-21,56.0634
2018-09-20,55.2022
2018-09-19,53.7378
2018-09-18,53.1352
2018-09-17,52.0781
2018-09-14,52.0575
2018-09-13,51.3661
2018-09-12,50.4135
2018-09-11,49.1725
2018-09-10,49.4102
2018-09-07,49.0398
2018-09-06,48.8913
2018-09-05,48.8074
2018-09-04,49.0912
2018-08-31,47.4921
2018-08-30,48.4595
2018-08-29,48.8629
2018-08-28,48.9548
2018-08-27,48.5193
2018-08-24,47.1046
2018-08-23,47.2548
2018-08-22,47.5656
2018-08-21,47.8565
2018-08-20,47.9362
2018-08-17,48.5543
2018-08-16,48.4767
2018-08-15,48.2720
2018-08-14,48.0055
2018-08-13,49.4245
2018-08-10,50.6113
2018-08-09,50.0586
2018-08-08,48.9729
2018-08-07,46.0498
2018-08-06,45.5631
2018-08-03,45.5355
2018-08-02,44.4198
2018-08-01,46.3631
2018-07-31,45.4025
2018-07-30,45.7732
2018-07-27,45.7790
2018-07-26,44.8319
2018-07-25,43.8748
2018-07-24,44.6021
2018-07-23,45.6906
2018-07-20,46.8262
2018-07-19,47.0237
2018-07-18,47.5738
2018-07-17,46.1877
2018-07-16,46.5638
2018-07-13,46.5696
2018-07-12,46.8405
2018-07-11,46.2055
2018-07-10,46.7604
2018-07-09,46.6124
2018-07-06,45.7289
2018-07-05,47.1285
2018-07-03,46.9881
2018-07-02,45.2195
2018-06-29,45.3234
2018-06-28,44.7454
2018-06-27,45.0059
2018-06-26,44.0847
2018-06-25,44.7751
2018-06-22,43.9446
2018-06-21,43.3042
2018-06-20,43.6429
2018-06-19,43.4677
2018-06-18,44.1170
2018-06-15,44.1269
2018-06-14,44.6529
2018-06-13,45.3034
2018-06-12,45.9499
2018-06-11,44.9480
2018-06-08,44.7965
2018-06-07,45.0109
2018-06-06,44.5123
2018-06-05,44.3350
2018-06-04,44.3675
2018-06-01,43.7473
2018-05-31,43.7742
2018-05-30,43.7875
2018-05-29,44.2216
2018-05-25,44.1225
2018-05-24,46.4569
2018-05-23,47.2929
2018-05-22,48.8650
2018-05-21,49.3489
2018-05-18,49.0907
2018-05-17,47.8462
2018-05-16,47.0602
2018-05-15,45.9320
2018-05-14,46.0345
2018-05-11,45.3253
2018-05-10,46.9397
2018-05-09,47.0636
2018-05-08,46.1390
2018-05-07,46.1897
2018-05-04,44.8340
2018-05-03,44.9409
2018-05-02,44.8061
2018-05-01,44.0902
2018-04-30,44.3839
2018-04-27,44.0920
2018-04-26,43.7913
2018-04-25,43.7704
2018-04-24,44.6050
2018-04-23,44.5136
2018-04-20,44.7393
2018-04-19,45.0481
2018-04-18,44.1921
2018-04-17,44.3405
2018-04-16,43.7592
2018-04-13,43.6083
2018-04-12,42.3877
2018-04-11,41.4824
2018-04-10,41.8504
2018-04-09,41.8011
2018-04-06,42.4163
2018-04-05,41.3281
2018-04-04,39.0422
2018-04-03,39.6498
2018-04-02,40.5003
2018-03-29,39.6813
2018-03-28,40.7106
2018-03-27,41.1881
2018-03-26,41.0824
2018-03-23,40.7984
2018-03-22,41.5975
2018-03-21,41.2891
2018-03-20,41.7293
2018-03-19,41.9389
2018-03-16,42.0547
2018-03-15,42.9530
2018-03-14,43.8673
2018-03-13,43.6529
2018-03-12,43.1985
2018-03-09,42.1631
2018-03-08,42.3128
2018-03-07,41.7889
2018-03-06,41.5188
2018-03-05,39.5988
2018-03-02,40.0535
2018-03-01,41.8473
2018-02-28,45.9567
2018-02-27,45.0005
2018-02-26,46.5037
2018-02-23,47.1121
2018-02-22,46.2017
2018-02-21,46.7958
2018-02-20,45.2172
2018-02-16,46.1661
2018-02-15,45.2420
2018-02-14,42.6069
2018-02-13,44.3748
2018-02-12,43.1574
2018-02-09,41.3737
2018-02-08,41.7428
2018-02-07,41.9464
2018-02-06,39.7516
2018-02-05,40.0418
2018-02-02,41.6896
2018-02-01,42.6670
2018-01-31,43.0516
2018-01-30,43.2701
2018-01-29,44.0375
2018-01-26,45.2182
2018-01-25,42.8578
2018-01-24,43.4259
2018-01-23,43.5572
2018-01-22,44.1803
2018-01-19,45.5399
2018-01-18,43.5128
2018-01-17,50.5077
2018-01-16,53.4722
2018-01-12,54.2502
2018-01-11,53.1345
2018-01-10,54.2954
2018-01-09,55.8943
2018-01-08,54.1192
2018-01-05,52.2041
2018-01-04,53.0117
2018-01-03,52.8873
2018-01-02,50.9983
2017-12-29,50.8987
2017-12-28,50.7634
2017-12-27,51.0464
2017-12-26,51.1960
2017-12-22,50.6806
2017-12-21,52.7718
2017-12-20,53.2995
2017-12-19,53.0831
2017-12-18,52.8058
2017-12-15,51.3993
2017-12-14,51.9042
2017-12-13,51.9314
2017-12-12,52.3171
2017-12-11,52.2729
2017-12-08,51.7275
2017-12-07,50.1021
2017-12-06,50.3752
2017-12-05,50.9388
2017-12-04,53.9557
2017-12-01,54.8829
2017-11-30,53.3220
2017-11-29,56.8191
2017-11-28,56.6059
2017-11-27,56.8181
2017-11-24,56.0349
2017-11-22,57.5497
2017-11-21,56.7656
2017-11-20,56.6090
2017-11-17,56.5664
2017-11-16,56.3448
2017-11-15,56.6833
2017-11-14,59.1431
2017-11-13,59.1574
2017-11-10,60.2201
2017-11-09,61.0139
2017-11-08,62.0618
2017-11-07,61.3586
2017-11-06,60.5311
2017-11-03,58.7081
2017-11-02,63.3475
2017-11-01,63.1065
2017-10-31,61.6284
2017-10-30,61.6773
2017-10-27,62.1300
2017-10-26,62.0125
2017-10-25,62.0914
2017-10-24,61.8046
2017-10-23,63.4571
2017-10-20,63.3193
2017-10-19,62.1596
2017-10-18,63.6273
2017-10-17,64.1208
2017-10-16,63.7445
2017-10-13,63.2468
2017-10-12,62.4326
2017-10-11,63.2196
2017-10-10,62.8698
2017-10-09,63.1105
2017-10-06,62.2578
2017-10-05,64.6188
2017-10-04,64.2712
2017-10-03,63.9678
2017-10-02,63.5334
2017-09-29,61.9280
2017-09-28,60.8321
2017-09-27,60.1182
2017-09-26,60.0370
2017-09-25,62.6087
2017-09-22,64.3609
2017-09-21,66.1646
2017-09-20,65.6187
2017-09-19,63.8208
2017-09-18,62.2857
2017-09-15,61.0953
2017-09-14,60.5272
2017-09-13,60.0004
2017-09-12,59.9107
2017-09-11,57.3341
2017-09-08,56.0401
2017-09-07,56.5944
2017-09-06,55.4297
2017-09-05,57.1470
2017-09-01,55.8749
2017-08-31,55.3100
2017-08-30,54.1629
2017-08-29,54.3683
2017-08-28,55.3006
2017-08-25,54.7606
2017-08-24,55.1702
2017-08-23,55.1306
2017-08-22,54.0119
2017-08-21,53.1644
2017-08-18,52.7431
2017-08-17,54.2374
2017-08-16,52.8975
2017-08-15,52.1880
2017-08-14,51.5711
2017-08-11,51.4709
2017-08-10,53.4121
2017-08-09,55.1802
2017-08-08,59.1658
2017-08-07,60.6006
2017-08-04,59.5320
2017-08-03,60.3316
2017-08-02,58.8123
2017-08-01,57.8133
2017-07-31,58.5307
2017-07-28,58.2276
2017-07-27,59.6401
2017-07-26,60.9948
2017-07-25,61.3398
2017-07-24,60.7164
2017-07-21,60.3665
2017-07-20,61.3718
2017-07-19,60.7158
2017-07-18,59.9694
2017-07-17,60.7991
2017-07-14,61.5064
2017-07-13,60.3764
2017-07-12,58.2665
2017-07-11,56.9428
2017-07-10,55.8302
2017-07-07,54.3384
2017-07-06,53.9663
2017-07-05,52.4248
2017-07-03,52.7422
2017-06-30,51.7967
2017-06-29,53.6437
2017-06-28,51.8789
2017-06-27,52.1264
2017-06-26,51.8833
2017-06-23,52.0690
2017-06-22,53.1540
2017-06-21,54.2073
2017-06-20,54.4775
2017-06-19,55.1046
2017-06-16,53.2316
2017-06-15,54.9568
2017-06-14,60.0096
2017-06-13,59.7907
2017-06-12,62.8901
2017-06-09,62.5410
2017-06-08,61.2049
2017-06-07,60.9545
2017-06-06,61.9623
2017-06-05,62.3331
2017-06-02,62.0352
2017-06-01,62.3747
2017-05-31,61.3344
2017-05-30,61.9480
2017-05-26,61.7339
2017-05-25,61.7693
2017-05-24,61.1717
2017-05-23,60.5807
2017-05-22,60.5807
2017-05-19,60.2442
2017-05-18,59.9003
2017-05-17,61.5947
2017-05-16,62.6844
2017-05-15,61.7313
2017-05-12,61.2664
2017-05-11,61.4131
2017-05-10,60.6503
2017-05-09,60.6503
2017-05-08,61.2190
2017-05-05,60.7598
2017-05-04,63.7163
2017-05-03,61.1430
2017-05-02,62.3252
2017-05-01,62.1434
2017-04-28,61.5229
2017-04-27,61.5696
2017-04-26,61.4472
2017-04-25,60.9658
2017-04-24,59.9227
2017-04-21,59.6088
2017-04-20,60.2050
2017-04-19,60.1396
2017-04-18,58.5792
2017-04-17,58.4268
2017-04-13,58.6922
2017-04-12,60.8678
2017-04-11,59.8132
2017-04-10,61.3951
2017-04-07,61.4636
2017-04-06,60.9711
2017-04-05,61.3735
2017-04-04,60.8655
2017-04-03,61.7078
2017-03-31,61.1725
2017-03-30,61.3038
2017-03-29,61.2493
2017-03-28,60.9653
2017-03-27,60.3115
2017-03-24,62.3658
2017-03-23,62.1280
2017-03-22,61.7449
2017-03-21,63.3415
2017-03-20,63.3224
2017-03-17,62.3288
2017-03-16,62.9892
2017-03-15,62.6060
2017-03-14,62.2925
2017-03-13,61.3628
2017-03-10,61.2356
2017-03-09,61.5023
2017-03-08,62.1470
2017-03-07,61.2076
2017-03-06,61.0857
2017-03-03,62.5925
2017-03-02,62.2272
2017-03-01,62.3185
2017-02-28,57.4805
2017-02-27,55.2441
2017-02-24,54.3535
2017-02-23,55.5743
2017-02-22,55.8750
2017-02-21,55.1341
2017-02-17,55.0764
2017-02-16,55.5177
2017-02-15,54.2311
2017-02-14,57.4137
2017-02-13,57.3815
2017-02-10,57.5096
2017-02-09,57.4629
2017-02-08,56.2984
2017-02-07,57.4372
2017-02-06,57.4791
2017-02-03,56.9691
2017-02-02,56.9895
2017-02-01,56.8302
2017-01-31,58.2655
2017-01-30,58.4496
2017-01-27,59.0095
2017-01-26,58.1127
2017-01-25,59.8961
2017-01-24,58.5364
2017-01-23,58.1204
2017-01-20,58.3053
2017-01-19,57.7101
2017-01-18,59.8789
2017-01-17,60.1982
2017-01-13,59.5117
2017-01-12,59.0535
2017-01-11,56.8317
2017-01-10,57.1304
2017-01-09,57.0308
2017-01-06,56.9477
2017-01-05,56.9674
2017-01-04,55.5136
2017-01-03,54.2714
2016-12-30,54.4524
2016-12-29,53.9679
2016-12-28,56.2038
2016-12-27,56.0804
2016-12-23,55.7663
2016-12-22,56.2681
2016-12-21,56.5955
2016-12-20,56.4195
2016-12-19,56.7590
2016-12-16,57.3149
2016-12-15,57.5874
2016-12-14,58.3496
2016-12-13,58.6512
2016-12-12,58.0697
2016-12-09,58.7935
2016-12-08,57.6762
2016-12-07,54.9903
2016-12-06,54.6137
2016-12-05,54.4789
2016-12-02,54.5852
2016-12-01,56.9626
2016-11-30,55.7425
2016-11-29,53.3996
2016-11-28,53.8810
2016-11-25,53.7469
2016-11-23,53.7236
2016-11-22,53.8215
2016-11-21,52.9007
2016-11-18,53.0220
2016-11-17,52.2374
2016-11-16,50.9419
2016-11-15,48.3905
2016-11-14,51.3904
2016-11-11,51.6445
2016-11-10,51.4168
2016-11-09,52.4789
2016-11-08,56.4431
2016-11-07,55.6601
2016-11-04,54.4821
2016-11-03,53.6291
2016-11-02,53.5520
2016-11-01,54.6026
2016-10-31,54.0930
2016-10-28,53.4954
2016-10-27,53.0810
2016-10-26,52.6832
2016-10-25,54.5205
2016-10-24,54.3970
2016-10-21,54.2750
2016-10-20,53.5082
2016-10-19,53.3855
2016-10-18,54.0114
2016-10-17,52.6592
2016-10-14,52.9636
2016-10-13,52.2396
2016-10-12,53.5758
2016-10-11,54.8313
2016-10-10,55.0137
2016-10-07,55.5979
2016-10-06,54.9814
2016-10-05,55.3498
2016-10-04,56.8380
2016-10-03,57.0619
2016-09-30,56.1235
2016-09-29,57.0306
2016-09-28,55.9660
2016-09-27,54.3884
2016-09-26,53.9489
2016-09-23,53.8774
2016-09-22,54.1069
2016-09-21,51.2824
2016-09-20,51.6164
2016-09-19,50.9197
2016-09-16,50.6813
2016-09-15,49.8860
2016-09-14,50.0139
2016-09-13,50.6352
2016-09-12,49.3801
2016-09-09,53.2360
2016-09-08,56.0836
2016-09-07,56.0431
2016-09-06,55.5750
2016-09-02,55.9081
2016-09-01,53.8390
2016-08-31,55.1572
2016-08-30,56.7333
2016-08-29,56.0583
2016-08-26,57.1162
2016-08-25,56.6202
2016-08-24,58.2827
2016-08-23,59.0177
2016-08-22,57.2337
2016-08-19,56.1515
2016-08-18,56.1624
2016-08-17,57.0016
2016-08-16,59.8572
2016-08-15,59.2142
2016-08-12,58.3366
2016-08-11,58.0963
2016-08-10,58.0225
2016-08-09,58.5412
2016-08-08,58.4141
2016-08-05,58.3277
2016-08-04,60.5200
2016-08-03,60.9125
2016-08-02,60.7283
2016-08-01,60.6992
2016-07-29,61.3368
2016-07-28,61.2455
2016-07-27,62.0322
2016-07-26,62.9619
2016-07-25,62.1556
2016-07-22,61.9041
2016-07-21,63.7388
2016-07-20,63.5956
2016-07-19,63.5377
2016-07-18,63.8484
2016-07-15,64.0575
2016-07-14,63.7813
2016-07-13,63.5055
2016-07-12,62.7999
2016-07-11,62.5123
2016-07-08,61.4155
2016-07-07,60.7458
2016-07-06,59.5337
2016-07-05,60.2388
2016-07-01,59.8115
2016-06-30,59.5946
2016-06-29,59.9225
2016-06-28,58.1019
2016-06-27,58.7256
2016-06-24,62.7521
2016-06-23,65.8591
2016-06-22,65.6532
2016-06-21,65.2346
2016-06-20,65.8947
2016-06-17,65.6997
2016-06-16,63.1900
2016-06-15,62.6849
2016-06-14,62.2805
2016-06-13,63.8766
2016-06-10,64.2684
2016-06-09,65.0285
2016-06-08,66.1951
2016-06-07,66.0593
2016-06-06,65.4955
2016-06-03,65.1956
2016-06-02,64.6480
2016-06-01,64.2475
2016-05-31,65.9982
2016-05-27,65.3798
2016-05-26,65.6971
2016-05-25,64.1975
2016-05-24,64.1910
2016-05-23,63.5207
2016-05-20,64.1628
2016-05-19,63.6923
2016-05-18,63.8504
2016-05-17,66.1449
2016-05-16,65.5329
2016-05-13,64.7624
2016-05-12,64.7855
2016-05-11,61.5032
2016-05-10,58.8765
2016-05-09,60.0567
2016-05-06,58.9113
2016-05-05,58.7535
2016-05-04,58.9998
2016-05-03,59.6675
2016-05-02,58.7494
2016-04-29,58.7841
2016-04-28,59.9657
2016-04-27,60.1990
2016-04-26,59.6588
2016-04-25,59.1920
2016-04-22,58.6350
2016-04-21,58.6271
2016-04-20,58.3015
2016-04-19,58.9753
2016-04-18,58.2405
2016-04-15,59.1631
2016-04-14,58.7854
2016-04-13,59.3903
2016-04-12,59.2283
2016-04-11,58.8983
2016-04-08,59.4343
2016-04-07,59.7067
2016-04-06,58.6532
2016-04-05,58.8488
2016-04-04,59.6308
2016-04-01,58.2378
2016-03-31,58.6895
2016-03-30,58.2626
2016-03-29,57.3820
2016-03-28,57.3082
2016-03-24,56.3264
2016-03-23,57.5893
2016-03-22,57.1539
2016-03-21,57.1734
2016-03-18,58.1323
2016-03-17,57.4957
2016-03-16,55.7332
2016-03-15,55.9643
2016-03-14,56.9708
2016-03-11,56.3078
2016-03-10,56.4031
2016-03-09,55.5977
2016-03-08,55.2472
2016-03-07,55.8841
2016-03-04,54.7694
2016-03-03,54.7395
2016-03-02,55.4443
2016-03-01,54.6042
2016-02-29,54.2170
2016-02-26,53.7244
2016-02-25,51.9209
2016-02-24,50.6022
2016-02-23,52.7857
2016-02-22,53.1193
2016-02-19,52.7863
2016-02-18,50.2369
2016-02-17,51.6619
2016-02-16,51.0215
2016-02-12,49.7023
2016-02-11,47.9684
2016-02-10,49.5783
2016-02-09,47.3041
2016-02-08,49.8005
2016-02-05,50.2562
2016-02-04,52.5289
2016-02-03,51.5955
2016-02-02,51.1230
2016-02-01,50.8341
2016-01-29,50.7578
2016-01-28,50.6258
2016-01-27,50.5328
2016-01-26,49.4266
2016-01-25,50.0988
2016-01-22,49.6970
2016-01-21,47.0963
2016-01-20,46.6596
2016-01-19,47.4843
2016-01-15,46.6375
2016-01-14,46.9834
2016-01-13,48.4231
2016-01-12,47.5989
2016-01-11,48.0079
2016-01-08,49.1240
2016-01-07,49.8874
2016-01-06,52.0581
2016-01-05,54.5837
2016-01-04,53.7623
2015-12-31,54.9594
2015-12-30,55.3597
2015-12-29,56.4721
2015-12-28,54.9527
2015-12-24,55.5507
2015-12-23,53.9805
2015-12-22,50.9992
2015-12-21,50.9992
2015-12-18,51.4456
2015-12-17,51.4252
2015-12-16,48.3988
2015-12-15,47.2030
2015-12-14,46.8917
2015-12-11,47.0331
2015-12-10,48.7463
2015-12-09,49.6407
2015-12-08,49.4016
2015-12-07,51.5684
2015-12-04,51.5473
2015-12-03,51.2968
2015-12-02,51.8237
2015-12-01,52.8581
2015-11-30,52.4669
2015-11-27,52.0758
2015-11-25,52.0659
2015-11-24,51.1285
2015-11-23,50.7456
2015-11-20,50.1084
2015-11-19,49.6612
2015-11-18,47.7128
2015-11-17,47.1395
2015-11-16,46.3980
2015-11-13,45.6483
2015-11-12,46.9688
2015-11-11,48.6719
2015-11-10,48.7634
2015-11-09,49.2082
2015-11-06,48.2589
2015-11-05,51.4305
2015-11-04,54.2637
2015-11-03,53.7399
2015-11-02,53.5656
2015-10-30,53.6475
2015-10-29,52.6307
2015-10-28,51.2858
2015-10-27,51.4992
2015-10-26,51.7108
2015-10-23,52.1992
2015-10-22,51.1157
2015-10-21,51.7529
2015-10-20,51.5378
2015-10-19,51.4263
2015-10-16,51.0435
2015-10-15,51.0748
2015-10-14,49.4731
2015-10-13,49.5034
2015-10-12,50.4129
2015-10-09,50.7082
2015-10-08,47.9922
2015-10-07,47.0763
2015-10-06,46.9780
2015-10-05,45.5060
2015-10-02,43.2462
2015-10-01,42.9464
2015-09-30,41.4126
2015-09-29,39.4957
2015-09-28,42.4827
2015-09-25,43.1241
2015-09-24,41.9355
2015-09-23,42.8846
2015-09-22,43.2084
2015-09-21,43.4135
2015-09-18,41.2319
2015-09-17,41.3917
2015-09-16,41.3127
2015-09-15,38.1895
2015-09-14,37.4750
2015-09-11,37.8605
2015-09-10,38.2899
2015-09-09,38.7304
2015-09-08,38.4299
2015-09-04,36.9086
2015-09-03,37.6487
2015-09-02,38.0960
2015-09-01,38.6672
2015-08-31,39.0843
2015-08-28,39.2775
2015-08-27,37.5777
2015-08-26,37.3862
2015-08-25,39.1052
2015-08-24,37.2414
2015-08-21,41.4909
2015-08-20,42.0917
2015-08-19,43.6118
2015-08-18,44.4909
2015-08-17,43.3539
2015-08-14,42.8213
2015-08-13,43.4621
2015-08-12,43.9111
2015-08-11,44.4954
2015-08-10,43.4625
2015-08-07,44.2170
2015-08-06,46.2179
2015-08-05,46.8856
2015-08-04,45.7433
2015-08-03,46.5619
2015-07-31,46.1914
2015-07-30,43.4946
2015-07-29,41.9507
2015-07-28,40.3480
2015-07-27,39.5597
2015-07-24,41.5428
2015-07-23,42.2721
2015-07-22,42.4465
2015-07-21,43.3736
2015-07-20,43.5037
2015-07-17,45.1250
2015-07-16,45.2363
2015-07-15,46.3612
2015-07-14,46.4116
2015-07-13,45.0447
2015-07-10,44.8215
2015-07-09,44.3921
2015-07-08,44.3627
2015-07-07,44.7695
2015-07-06,44.8157
2015-07-02,45.1362
2015-07-01,46.2038
2015-06-30,47.7241
2015-06-29,50.2397
2015-06-26,50.0805
2015-06-25,49.1471
2015-06-24,50.8846
2015-06-23,50.8452
2015-06-22,50.4803
2015-06-19,51.5007
2015-06-18,50.1178
2015-06-17,49.9589
2015-06-16,49.2974
2015-06-15,51.4511
2015-06-12,53.6409
2015-06-11,53.5698
2015-06-10,53.2818
2015-06-09,52.8566
2015-06-08,53.4759
2015-06-05,53.3170
2015-06-04,53.3308
2015-06-03,53.1641
2015-06-02,51.8726
2015-06-01,52.5923
2015-05-29,52.8863
2015-05-28,53.8413
2015-05-27,53.6675
2015-05-26,54.0545
2015-05-22,55.1741
2015-05-21,55.1190
2015-05-20,55.8750
2015-05-19,56.4734
2015-05-18,57.8725
2015-05-15,56.9271
2015-05-14,56.3770
2015-05-13,56.2926
2015-05-12,56.7517
2015-05-11,56.8724
2015-05-08,57.6225
2015-05-07,56.1605
2015-05-06,54.2754
2015-05-05,53.8292
2015-05-04,54.5623
2015-05-01,53.9567
2015-04-30,54.0985
2015-04-29,52.4451
2015-04-28,52.0781
2015-04-27,52.8680
2015-04-24,52.8568
2015-04-23,52.3913
2015-04-22,52.5492
2015-04-21,53.1921
2015-04-20,53.1390
2015-04-17,52.2425
2015-04-16,53.2198
2015-04-15,53.0724
2015-04-14,52.4729
2015-04-13,52.5656
2015-04-10,53.5894
2015-04-09,49.8926
2015-04-08,49.1047
2015-04-07,48.5946
2015-04-06,45.8649
2015-04-02,45.5027
2015-04-01,45.5348
2015-03-31,45.1927
2015-03-30,44.7885
2015-03-27,45.8590
2015-03-26,43.3514
2015-03-25,44.3403
2015-03-24,44.2350
2015-03-23,44.5771
2015-03-20,43.9309
2015-03-19,44.6997
2015-03-18,44.5470
2015-03-17,44.6885
2015-03-16,45.2234
2015-03-13,45.5981
2015-03-12,45.6786
2015-03-11,46.1976
2015-03-10,46.0820
2015-03-09,46.8748
2015-03-06,46.4101
2015-03-05,47.2426
2015-03-04,48.4742
2015-03-03,48.1888
2015-03-02,48.1562
2015-02-27,48.0598
2015-02-26,48.1283
2015-02-25,47.5620
2015-02-24,47.1735
2015-02-23,46.7541
2015-02-20,46.2294
2015-02-19,46.0307
2015-02-18,46.0748
2015-02-17,46.0921
2015-02-13,45.7909
2015-02-12,44.6040
2015-02-11,43.3744
2015-02-10,43.8940
2015-02-09,42.3118
2015-02-06,41.0614
2015-02-05,40.2345
2015-02-04,40.0781
2015-02-03,39.8681
2015-02-02,39.5832
2015-01-30,38.0171
2015-01-29,43.3277
2015-01-28,46.2412
2015-01-27,45.3937
2015-01-26,46.4189
2015-01-23,48.4035
2015-01-22,48.1538
2015-01-21,46.6889
2015-01-20,48.0989
2015-01-16,46.8865
2015-01-15,48.8360
2015-01-14,48.9814
2015-01-13,49.3259
2015-01-12,47.9082
2015-01-09,47.6485
2015-01-08,46.1731
2015-01-07,46.6460
2015-01-06,47.1313
2015-01-05,48.7129
2015-01-02,49.2359
2014-12-31,49.8518
2014-12-30,49.7844
2014-12-29,49.6624
2014-12-26,49.8138
2014-12-24,49.6846
2014-12-23,49.3316
2014-12-22,47.5558
2014-12-19,47.6979
2014-12-18,46.6341
2014-12-17,43.0750
2014-12-16,42.3236
2014-12-15,43.9680
2014-12-12,45.0617
2014-12-11,46.8883
2014-12-10,50.1500
2014-12-09,49.0374
2014-12-08,50.2506
2014-12-05,49.6443
2014-12-04,49.0461
2014-12-03,46.4255
2014-12-02,45.4789
2014-12-01,46.0940
2014-11-28,48.9695
2014-11-26,49.0596
2014-11-25,49.8448
2014-11-24,49.9737
2014-11-21,50.4227
2014-11-20,48.5799
2014-11-19,49.4583
2014-11-18,49.2227
2014-11-17,49.2855
2014-11-14,49.3102
2014-11-13,49.3711
2014-11-12,49.6604
2014-11-11,48.9494
2014-11-10,48.6667
2014-11-07,48.3610
2014-11-06,48.0813
2014-11-05,46.4698
2014-11-04,46.0901
2014-11-03,45.3661
2014-10-31,45.0350
2014-10-30,43.4804
2014-10-29,44.5755
2014-10-28,43.2495
